train_loss,train_acc,val_loss,val_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
1.666142296637506,0.313365539452496,1.5645034870915655,0.43478260869565216,35.84832739830017,False,,,1,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-36-29,1610357789,35.84832739830017,1152,8ad561e2a8be,172.28.0.2,35.84832739830017,0,1,30821_00015
1.0394627607483027,0.5855072463768116,0.9828455007612561,0.7603864734299517,32.386863708496094,False,,,2,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-37-01,1610357821,68.23519110679626,1152,8ad561e2a8be,172.28.0.2,68.23519110679626,0,2,30821_00015
0.48502701001778703,0.821256038647343,0.21216419557860833,0.9256038647342995,32.47295141220093,False,,,3,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-37-34,1610357854,100.70814251899719,1152,8ad561e2a8be,172.28.0.2,100.70814251899719,0,3,30821_00015
0.24214431364535416,0.9172302737520129,0.5390066823039422,0.8647342995169082,32.7105176448822,False,,,4,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-38-07,1610357887,133.4186601638794,1152,8ad561e2a8be,172.28.0.2,133.4186601638794,0,4,30821_00015
0.12460696062590114,0.9571658615136877,0.033953857089649105,0.9884057971014493,32.40109968185425,False,,,5,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-38-39,1610357919,165.81975984573364,1152,8ad561e2a8be,172.28.0.2,165.81975984573364,0,5,30821_00015
0.05534659556145217,0.9826086956521739,0.015015555673594375,0.996135265700483,32.325836420059204,False,,,6,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-39-11,1610357951,198.14559626579285,1152,8ad561e2a8be,172.28.0.2,198.14559626579285,0,6,30821_00015
0.05893933628957127,0.9790660225442834,0.007061078569411155,0.9971014492753623,32.56693387031555,False,,,7,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-39-44,1610357984,230.7125301361084,1152,8ad561e2a8be,172.28.0.2,230.7125301361084,0,7,30821_00015
0.01901084361377625,0.9945249597423511,0.0034355251866180557,0.9980676328502415,32.02821755409241,False,,,8,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-40-16,1610358016,262.7407476902008,1152,8ad561e2a8be,172.28.0.2,262.7407476902008,0,8,30821_00015
0.01043020888516488,0.9974235104669887,0.002008123245271978,0.9990338164251208,32.529675006866455,False,,,9,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-40-48,1610358048,295.27042269706726,1152,8ad561e2a8be,172.28.0.2,295.27042269706726,0,9,30821_00015
0.006395901919680786,0.998389694041868,0.0026471820574203516,0.9980676328502415,31.85938334465027,False,,,10,f94faede960a4b39a4972ac5cfdccc9a,2021-01-11_09-41-20,1610358080,327.12980604171753,1152,8ad561e2a8be,172.28.0.2,327.12980604171753,0,10,30821_00015
