train_loss,train_acc,val_loss,val_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.43167327508831826,0.8506410256410256,0.019781054477429106,0.9809523809523809,35.10759902000427,False,,,1,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-03-59,1610402639,35.10759902000427,727,3408a89b6100,172.28.0.2,35.10759902000427,0,1,d29e7_00000
0.015118497635613983,0.9932692307692308,0.0071170114632695914,0.9838095238095238,29.448079347610474,False,,,2,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-04-28,1610402668,64.55567836761475,727,3408a89b6100,172.28.0.2,64.55567836761475,0,2,d29e7_00000
0.006497036326954213,0.9942307692307693,0.004740124729107178,0.9847619047619047,29.398236513137817,False,,,3,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-04-58,1610402698,93.95391488075256,727,3408a89b6100,172.28.0.2,93.95391488075256,0,3,d29e7_00000
0.005095454149033265,0.9942307692307693,0.003634885778051934,0.9847619047619047,29.524669885635376,False,,,4,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-05-27,1610402727,123.47858476638794,727,3408a89b6100,172.28.0.2,123.47858476638794,0,4,d29e7_00000
0.004180799982210514,0.9942307692307693,0.002537585369621714,0.9847619047619047,29.495619297027588,False,,,5,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-05-57,1610402757,152.97420406341553,727,3408a89b6100,172.28.0.2,152.97420406341553,0,5,d29e7_00000
0.0030687163663410152,0.9942307692307693,0.0024911704819117276,0.9847619047619047,29.519320249557495,False,,,6,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-06-26,1610402786,182.49352431297302,727,3408a89b6100,172.28.0.2,182.49352431297302,0,6,d29e7_00000
0.0021445557192447057,0.9942307692307693,0.0018993478415289982,0.9847619047619047,29.443124532699585,False,,,7,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-06-56,1610402816,211.9366488456726,727,3408a89b6100,172.28.0.2,211.9366488456726,0,7,d29e7_00000
0.0015315572040540597,0.9942307692307693,0.0019049591390926037,0.9847619047619047,29.32671284675598,False,,,8,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-07-25,1610402845,241.2633616924286,727,3408a89b6100,172.28.0.2,241.2633616924286,0,8,d29e7_00000
0.0018582692248925853,0.9942307692307693,0.0019498482000060557,0.9847619047619047,29.46316885948181,False,,,9,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-07-55,1610402875,270.7265305519104,727,3408a89b6100,172.28.0.2,270.7265305519104,0,9,d29e7_00000
0.002034449798184841,0.9942307692307693,0.0017097841826866247,0.9847619047619047,29.29021978378296,False,,,10,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-08-24,1610402904,300.01675033569336,727,3408a89b6100,172.28.0.2,300.01675033569336,0,10,d29e7_00000
0.0017180247320189104,0.9942307692307693,0.001979436822279933,0.9847619047619047,29.39541006088257,False,,,11,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-08-53,1610402933,329.4121603965759,727,3408a89b6100,172.28.0.2,329.4121603965759,0,11,d29e7_00000
0.0020168245841117685,0.9942307692307693,0.0017676142525548735,0.9847619047619047,29.38308358192444,False,,,12,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-09-23,1610402963,358.79524397850037,727,3408a89b6100,172.28.0.2,358.79524397850037,0,12,d29e7_00000
0.0016746473021787376,0.9942307692307693,0.001619162865127215,0.9847619047619047,29.417163133621216,False,,,13,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-09-52,1610402992,388.2124071121216,727,3408a89b6100,172.28.0.2,388.2124071121216,0,13,d29e7_00000
0.0016499321393964167,0.9942307692307693,0.0017656597890336775,0.9847619047619047,29.35079288482666,False,,,14,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-10-21,1610403021,417.56319999694824,727,3408a89b6100,172.28.0.2,417.56319999694824,0,14,d29e7_00000
0.0020670007571215346,0.9942307692307693,0.0016203867688974632,0.9847619047619047,29.51971125602722,False,,,15,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-10-51,1610403051,447.08291125297546,727,3408a89b6100,172.28.0.2,447.08291125297546,0,15,d29e7_00000
0.0018757868218437159,0.9942307692307693,0.001554474684720238,0.9847619047619047,29.292354345321655,False,,,16,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-11-20,1610403080,476.3752655982971,727,3408a89b6100,172.28.0.2,476.3752655982971,0,16,d29e7_00000
0.001737019551308969,0.9942307692307693,0.001543960915462646,0.9847619047619047,29.41487741470337,False,,,17,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-11-50,1610403110,505.7901430130005,727,3408a89b6100,172.28.0.2,505.7901430130005,0,17,d29e7_00000
0.0016726488678474338,0.9942307692307693,0.0017748300927979428,0.9847619047619047,29.350911617279053,False,,,18,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-12-19,1610403139,535.1410546302795,727,3408a89b6100,172.28.0.2,535.1410546302795,0,18,d29e7_00000
0.0026561146616586482,0.9942307692307693,0.001706707823323086,0.9847619047619047,29.44956922531128,False,,,19,64446b28cfd647e3974c112ad14601ce,2021-01-11_22-12-48,1610403168,564.5906238555908,727,3408a89b6100,172.28.0.2,564.5906238555908,0,19,d29e7_00000
