train_avg_loss,train_classification_loss,train_regression_loss,val_avg_loss,val_classification_loss,val_regression_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
7.961366176605225,3.0517946048216387,4.909571582620794,5.648379007975261,2.3814524014790854,3.2669267654418945,130.3211522102356,False,,,1,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_17-57-11,1610215031,130.3211522102356,2079,6a818439ea48,172.28.0.2,130.3211522102356,0,1,71b4b_00005
5.792017329822887,2.584921284155412,3.2070960239930586,5.030126094818115,2.0094188451766968,3.0207072099049888,124.01521420478821,False,,,2,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_17-59-15,1610215155,254.3363664150238,2079,6a818439ea48,172.28.0.2,254.3363664150238,0,2,71b4b_00005
5.368466138839722,2.30876318433068,3.0597029599276455,4.729228337605794,1.7801223993301392,2.949105978012085,126.8638551235199,False,,,3,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-01-22,1610215282,381.2002215385437,2079,6a818439ea48,172.28.0.2,381.2002215385437,0,3,71b4b_00005
5.051717042922974,2.0721215172247454,2.9795955527912485,4.406571865081787,1.5289040009180705,2.8776679833730063,125.3407027721405,False,,,4,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-03-28,1610215408,506.5409243106842,2079,6a818439ea48,172.28.0.2,506.5409243106842,0,4,71b4b_00005
4.780715075406161,1.8795189207250422,2.901196154681119,4.259888331095378,1.412052075068156,2.847836176554362,123.74464011192322,False,,,5,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-05-31,1610215531,630.2855644226074,2079,6a818439ea48,172.28.0.2,630.2855644226074,0,5,71b4b_00005
4.588679703799161,1.7238440134308555,2.864835652438077,4.1320845286051435,1.3430393139521282,2.7890451749165854,124.00768685340881,False,,,6,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-07-35,1610215655,754.2932512760162,2079,6a818439ea48,172.28.0.2,754.2932512760162,0,6,71b4b_00005
4.441967931660739,1.6282046654007651,2.8137632716785776,4.0537013212839765,1.2906887531280518,2.763012647628784,124.51068663597107,False,,,7,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-09-40,1610215780,878.8039379119873,2079,6a818439ea48,172.28.0.2,878.8039379119873,0,7,71b4b_00005
4.388223192908547,1.577030750838193,2.81119243665175,3.994446595509847,1.2468757232030232,2.7475709120432534,122.13266253471375,False,,,8,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-11-42,1610215902,1000.936600446701,2079,6a818439ea48,172.28.0.2,1000.936600446701,0,8,71b4b_00005
4.225797934965654,1.4752497618848628,2.750548145987771,3.894216299057007,1.1916913986206055,2.702524979909261,124.90740537643433,False,,,9,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-13-47,1610216027,1125.8440058231354,2079,6a818439ea48,172.28.0.2,1125.8440058231354,0,9,71b4b_00005
4.192574576898054,1.4460884982889348,2.746486100283536,3.755557060241699,1.0970613757769268,2.6584956645965576,123.4200587272644,False,,,10,60556c19e65e4e9985bf36285c0c1ea9,2021-01-09_18-15-50,1610216150,1249.2640645503998,2079,6a818439ea48,172.28.0.2,1249.2640645503998,0,10,71b4b_00005
