train_avg_loss,train_classification_loss,train_regression_loss,val_avg_loss,val_classification_loss,val_regression_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
3.145080410517179,1.0411994474879382,2.103880949979703,2.204665392637253,0.5932226657867432,1.6114427149295807,136.13138365745544,False,,,1,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-22-14,1610220134,136.13138365745544,2680,6a818439ea48,172.28.0.2,136.13138365745544,0,1,a9193_00000
2.402594021791537,0.6543650921632552,1.7482289379165017,2.2020209610462187,0.5373259350657463,1.6646950185298919,131.34468269348145,False,,,2,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-24-25,1610220265,267.4760663509369,2680,6a818439ea48,172.28.0.2,267.4760663509369,0,2,a9193_00000
2.3456962813992472,0.6161745994754092,1.729521675222724,2.066807818412781,0.4902858540415764,1.5765219569206237,132.0193169116974,False,,,3,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-26-37,1610220397,399.4953832626343,2680,6a818439ea48,172.28.0.2,399.4953832626343,0,3,a9193_00000
2.257606706675693,0.5996485408946607,1.6579581597852988,2.2033427596092223,0.5335244029760361,1.6698183298110962,131.7524266242981,False,,,4,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-28-49,1610220529,531.2478098869324,2680,6a818439ea48,172.28.0.2,531.2478098869324,0,4,a9193_00000
2.1711119505075307,0.5566930444635583,1.6144189044568666,2.1839068293571473,0.5342551425099373,1.6496517062187195,132.47136807441711,False,,,5,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-31-02,1610220662,663.7191779613495,2680,6a818439ea48,172.28.0.2,663.7191779613495,0,5,a9193_00000
2.1579089672607785,0.5545577033031621,1.6033512650156867,2.026000839471817,0.4859133020043373,1.5400875449180602,129.81120777130127,False,,,6,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-33-11,1610220791,793.5303857326508,2680,6a818439ea48,172.28.0.2,793.5303857326508,0,6,a9193_00000
2.1790105626427914,0.5602708042726009,1.618739758722881,2.195384109020233,0.5448926523327827,1.6504914581775665,129.18006563186646,False,,,7,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-35-21,1610220921,922.7104513645172,2680,6a818439ea48,172.28.0.2,922.7104513645172,0,7,a9193_00000
2.1058780596806455,0.5381410128971529,1.5677370488996336,1.979032438993454,0.49027988612651824,1.488752543926239,130.46668529510498,False,,,8,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-37-31,1610221051,1053.1771366596222,2680,6a818439ea48,172.28.0.2,1053.1771366596222,0,8,a9193_00000
2.0750853027817766,0.5462902646798354,1.5287950416288432,2.12818666100502,0.51789211332798,1.6102945387363434,129.44686722755432,False,,,9,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-39-40,1610221180,1182.6240038871765,2680,6a818439ea48,172.28.0.2,1182.6240038871765,0,9,a9193_00000
2.0891615314596503,0.5466739455976429,1.5424875846275916,1.9637656450271606,0.4728975847363472,1.490868055820465,131.19102692604065,False,,,10,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-41-52,1610221312,1313.8150308132172,2680,6a818439ea48,172.28.0.2,1313.8150308132172,0,10,a9193_00000
2.104603245413515,0.5271702319736311,1.5774330140570918,2.030304652452469,0.474272757768631,1.5560319006443024,132.23335194587708,False,,,11,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-44-04,1610221444,1446.0483827590942,2680,6a818439ea48,172.28.0.2,1446.0483827590942,0,11,a9193_00000
2.0858997205305383,0.5143299576269804,1.5715697661659422,2.076575529575348,0.5369249388575554,1.5396505892276764,129.9574875831604,False,,,12,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-46-14,1610221574,1576.0058703422546,2680,6a818439ea48,172.28.0.2,1576.0058703422546,0,12,a9193_00000
1.9798405297409147,0.5120657586310742,1.4677747734904996,1.9713305532932281,0.4794692948460579,1.4918612658977508,130.17290449142456,False,,,13,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-48-24,1610221704,1706.1787748336792,2680,6a818439ea48,172.28.0.2,1706.1787748336792,0,13,a9193_00000
1.9186770704370983,0.4898340004612003,1.428843070416761,1.9627026736736297,0.4629716619849205,1.4997309923171998,129.04776906967163,False,,,14,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-50-33,1610221833,1835.2265439033508,2680,6a818439ea48,172.28.0.2,1835.2265439033508,0,14,a9193_00000
1.9318326436556303,0.48733720377352113,1.4444954462305328,1.9024428963661193,0.499411478638649,1.4030314087867737,132.26392078399658,False,,,15,dec276c8565f46d0b2fe557885acacd7,2021-01-09_19-52-45,1610221965,1967.4904646873474,2680,6a818439ea48,172.28.0.2,1967.4904646873474,0,15,a9193_00000
